Inicio_Sprint,Fim_Sprint,Total_Issues,Issues_Fechadas,Issues_Aceitos,Issues_Resolvidos,Total_PRs,PRs_Aprovadas,PRs_Abertas,PRs_Fechados_Sem_Merge,Total_Comentarios_PRs,PRs_Com_Revisao,Media_Comentarios_Por_Revisao,Commits_Submetidos,Commits_Rejeitados,PRs_Com_Refatoracao,Taxa_Retrabalho_Percentual,Tempo_Total_Resolucao_Horas,Tempo_Total_Aprovacao_Horas,2.5_Taxa_Resolucao_Issues_Percentual,2.7_Tempo_Medio_Resolucao_Horas,2.9_Tempo_Medio_Aprovacao_Horas
2025-10-27,2025-11-04,2,2,1,1,36,16,0,20,29,25,0.81,206,190,13,92.23,104.04,317.58,100.0,104.04,19.85
