Inicio_Sprint,Fim_Sprint,Total_Issues,Issues_Fechadas,Total_PRs,PRs_Mergeados,Taxa_Resolucao_Issues_Percentual,Taxa_Aprovacao_PRs_Percentual,Tempo_Medio_Resolucao_Horas,Tempo_Medio_Aprovacao_Horas,Total_Comentarios_PRs,PRs_Com_Revisao,Media_Comentarios_Por_Revisao,PRs_Com_Refatoracao,Taxa_Refatoracao_Percentual
2025-09-01,2025-09-06,0,0,6,4,0,66.67,0,15.32,4,4,1.0,2,50.0
