Inicio_Sprint,Fim_Sprint,Issues Aceitos,Issues Resolvidos,2.5 Taxa Resolucao Issues Percentual,2.7 Tempo Total Resolucao Horas,2.7 Tempo Medio Resolucao Horas,2.9 Tempo Total Revisao Horas,2.9 Tempo Medio Aprovacao Horas,Commits Submetidos,PRs Com Refatoracao,Incidencia Commits Rejeitados Percentual,Total Comentarios PRs,Total PRs Com Revisao,Media Comentarios Por Revisao,Total PRs Aprovadas,Total PRs Revisadas Sem Merge,Total PRs Abertas,Total PRs Analisados
2025-09-01,2025-09-06,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
